Year,Quarter,Origin,Commodity,Tons
2002,4,MEXICO-TOTAL,"Tomatoes, Plum Type",77482.2795
2002,4,MEXICO-TOTAL,Tomatoes,70836.664
2002,4,MEXICO-TOTAL,"Onions, Green",42324.1105
2002,4,MEXICO-TOTAL,Watermelons,40901.2455
2002,4,MEXICO-TOTAL,"Peppers, Other",35067.5015
2002,4,MEXICO-TOTAL,"Peppers, Bell Type",34320.4685
2002,4,MEXICO-TOTAL,Honeydews,30884.979
2002,4,MEXICO-TOTAL,Broccoli,17751.8995
2002,4,MEXICO-TOTAL,Papaya,16856.049
2002,4,MEXICO-TOTAL,Bananas,15876.891
2002,4,MEXICO-TOTAL,"Tomatoes, Cherry",15269.2765
2002,4,MEXICO-TOTAL,Tomatillos,13965.5175
2002,4,MEXICO-TOTAL,Eggplant,11945.2395
2002,4,MEXICO-TOTAL,Avocados,9841.132
2002,4,MEXICO-TOTAL,"Corn, Sweet",8992.6765
2002,4,MEXICO-TOTAL,Radishes,8797.0955
2002,4,MEXICO-TOTAL,Carrots,8454.85
2002,4,MEXICO-TOTAL,Cabbage,8414.6185
2002,4,MEXICO-TOTAL,"Lettuce, Iceberg",7533.565
2002,4,MEXICO-TOTAL,Beans,7267.37850000001
2002,4,MEXICO-TOTAL,Jicama,6770.77450000001
2002,4,MEXICO-TOTAL,Cilantro,6058.2795
2002,4,MEXICO-TOTAL,Celery,4966.0505
2002,4,MEXICO-TOTAL,Cactus Leaf (Nopales),4597.633
2002,4,MEXICO-TOTAL,Spinach,3787.331
2002,4,MEXICO-TOTAL,Asparagus,3764.6245
2002,4,MEXICO-TOTAL,Miscellaneous Asian Vegetables,3269.373
2002,4,MEXICO-TOTAL,Pineapples,2881.729
2002,4,MEXICO-TOTAL,Tangerines,2567.5265
2002,4,MEXICO-TOTAL,Parsley,2083.053
2002,4,MEXICO-TOTAL,Chayote,1968.0195
2002,4,MEXICO-TOTAL,Coconuts,1949.8395
2002,4,MEXICO-TOTAL,Cactus Pears,1939.973
2002,4,MEXICO-TOTAL,Strawberries,1869.5465
2002,4,MEXICO-TOTAL,Leeks,1735.2925
2002,4,MEXICO-TOTAL,Bitter Melon,1642.258
2002,4,MEXICO-TOTAL,Long Beans,1478.3945
2002,4,MEXICO-TOTAL,Chinese Cabbage,1377.369
2002,4,MEXICO-TOTAL,"Greens, Kale",1363.8475
2002,4,MEXICO-TOTAL,Cantaloupes,1270.9305
2002,4,MEXICO-TOTAL,Okra,1199.148
2002,4,MEXICO-TOTAL,"Greens, Turnip Tops",1001.378
2002,4,MEXICO-TOTAL,Blackberries,958.1505
2002,4,MEXICO-TOTAL,"Tomatoes, Grape Type",936.7095
2002,4,MEXICO-TOTAL,Beets,892.656
2002,4,MEXICO-TOTAL,"Onions, Dry",870.371
2002,4,MEXICO-TOTAL,Aloe Leaves,802.534
2002,4,MEXICO-TOTAL,Oranges,730.8575
2002,4,MEXICO-TOTAL,Mixed And Misc Melons,713.3165
2002,4,MEXICO-TOTAL,Lemons,676.2775
2002,4,MEXICO-TOTAL,Cauliflower,643.6215
2002,4,MEXICO-TOTAL,Miscellaneous Herbs,514.984
2002,4,MEXICO-TOTAL,"Peas, Green",483.0835
2002,4,MEXICO-TOTAL,Miscellaneous Tropical Vegetables,482.831
2002,4,MEXICO-TOTAL,Raspberries,464.8265
2002,4,MEXICO-TOTAL,"Peas, Snow",433.99
2002,4,MEXICO-TOTAL,Vegetables Other,412.183
2002,4,MEXICO-TOTAL,Brussels Sprouts,409.391
2002,4,MEXICO-TOTAL,"Beans, Round Green Type",390.427
2002,4,MEXICO-TOTAL,Dates,387.462
2002,4,MEXICO-TOTAL,"Greens, Broccoli Rabe (Rappini)",339.459
2002,4,MEXICO-TOTAL,Tamarind,339.163
2002,4,MEXICO-TOTAL,"Peas, Sugar",338.7805
2002,4,MEXICO-TOTAL,Basil,327.044
2002,4,MEXICO-TOTAL,"Greens, Mustard",325.7
2002,4,MEXICO-TOTAL,Sugarcane,299.3235
2002,4,MEXICO-TOTAL,Pumpkins,299.294
2002,4,MEXICO-TOTAL,"Greens, Collard",236.4405
2002,4,MEXICO-TOTAL,"Beans, Green",227.0575
2002,4,MEXICO-TOTAL,Banana Leaves,184.7335
2002,4,MEXICO-TOTAL,Gai Lan,171.364
2002,4,MEXICO-TOTAL,Mushrooms,164.5915
2002,4,MEXICO-TOTAL,Verdolaga,163.162
2002,4,MEXICO-TOTAL,"Greens, Swiss Chard",158.91
2002,4,MEXICO-TOTAL,Epasote (Epazote),158.898
2002,4,MEXICO-TOTAL,Chives,148.422
2002,4,MEXICO-TOTAL,Anise,148.2855
2002,4,MEXICO-TOTAL,Bok Choy,146.905
2002,4,MEXICO-TOTAL,Tamarillo,104.1625
2002,4,MEXICO-TOTAL,"Beans, Fava",103.21
2002,4,MEXICO-TOTAL,"Greens, Kohlrabi",94.183
2002,4,MEXICO-TOTAL,Fruits Other,91.9805
2002,4,MEXICO-TOTAL,Olives,87.2905
2002,4,MEXICO-TOTAL,Opo (Long Squash),73.7505
2002,4,MEXICO-TOTAL,Thyme,73.499
2002,4,MEXICO-TOTAL,Oregano,72.906
2002,4,MEXICO-TOTAL,Turnips,69.346
2002,4,MEXICO-TOTAL,Moqua (Fuzzy Squash),58.5595
2002,4,MEXICO-TOTAL,Greens,57.222
2002,4,MEXICO-TOTAL,Artichokes,52.296
2002,4,MEXICO-TOTAL,Dill,49.502
2002,4,MEXICO-TOTAL,Arugula,46.8005
2002,4,MEXICO-TOTAL,Sinqua (Angled/Ridged Luffa),45.7525
2002,4,MEXICO-TOTAL,Yu Choy,42.102
2002,4,MEXICO-TOTAL,Miscellaneous Berries,41.0905
2002,4,MEXICO-TOTAL,Endive,35.4435
2002,4,MEXICO-TOTAL,Garlic,31.8715
2002,4,MEXICO-TOTAL,Mint,22.3455
2002,4,MEXICO-TOTAL,Miscellaneous Citrus,20.315
2002,4,MEXICO-TOTAL,Taro,20.1755
2002,4,MEXICO-TOTAL,"Peppers, Jalapeno",18.744
2002,4,MEXICO-TOTAL,Escarole,16.1295
2002,4,MEXICO-TOTAL,"Peas, China",15.8135
2002,4,MEXICO-TOTAL,Gai Choy (Chinese Mustard),14.323
2002,4,MEXICO-TOTAL,Dau Mue (Pea Tips),9.6695
2002,4,MEXICO-TOTAL,"Peas, English",9.55
2002,4,MEXICO-TOTAL,Pepino,8.78
2002,4,MEXICO-TOTAL,Rosemary,7.8265
2002,4,MEXICO-TOTAL,Banana Flowers,6.137
2002,4,MEXICO-TOTAL,Ginger Root,3.9205
2002,4,MEXICO-TOTAL,Tarragon,3.1615
2002,4,MEXICO-TOTAL,Jackfruit,2.9095
2002,4,MEXICO-TOTAL,Plantains,1.5875
2002,4,MEXICO-TOTAL,"Beans, Lima",1.375
2002,4,MEXICO-TOTAL,Alfalfa Sprouts,1.0165
2002,4,MEXICO-TOTAL,Sage,0.7885
2002,4,MEXICO-TOTAL,"Peppers, Long Hot",0.33
2002,4,MEXICO-TOTAL,"Peas, Other",0.232
2002,4,MEXICO-TOTAL,"Peas, Sugar Snap",0.176
2002,4,MEXICO-TOTAL,Marjoram,0.068
2002,4,MID-ATLANTIC,ORIGIN TOTAL,21770.262
2002,4,MID-ATLANTIC,Apples,13014.062
2002,4,MID-ATLANTIC,Potatoes,5460.325
2002,4,MID-ATLANTIC,Cucumbers,3295.875
2002,4,NEW YORK,ORIGIN TOTAL,156160.79
2002,4,NEW YORK,Cabbage,51120
2002,4,NEW YORK,Apples,42120
2002,4,NEW YORK,"Onions, Dry",39485
2002,4,NEW YORK,Potatoes,22660
2002,4,NEW YORK,Cucumbers,605
2002,4,NEW YORK,Beans,170.79
2002,4,OTHER,ORIGIN TOTAL,244039.481
2002,4,OTHER,Potatoes,175024.85
2002,4,OTHER,Sweet Potatoes,26379.92
2002,4,OTHER,"Onions, Dry",22000.125
2002,4,OTHER,"Lettuce, Iceberg",6275
2002,4,OTHER,Apples,6042.3
2002,4,OTHER,Cranberries,2849.094
2002,4,OTHER,Pineapples,2200.54
2002,4,OTHER,Papaya,2034.2895
2002,4,OTHER,Tomatoes,907.8625
2002,4,OTHER,"Lettuce, Processed",325.5
2002,4,PNW,ORIGIN TOTAL,1143272.753
2002,4,PNW,Potatoes,441847.4
2002,4,PNW,Apples,331463.179
2002,4,PNW,"Onions, Dry",249414.125
2002,4,PNW,Pears,115433.73
2002,4,PNW,Peaches,4406.93
2002,4,PNW,Blueberries,532.4165
2002,4,PNW,Blackberries,86.4125
2002,4,PNW,Prunes,77.7
2002,4,PNW,Miscellaneous Berries,10.86
2002,4,SOUTHEAST,ORIGIN TOTAL,170467.229
2002,4,SOUTHEAST,Sweet Potatoes,55324.16
2002,4,SOUTHEAST,Cabbage,23979.65
2002,4,SOUTHEAST,Greens,19878.55
2002,4,SOUTHEAST,"Corn, Sweet",15155.763
2002,4,SOUTHEAST,"Peppers, Bell Type",15150.8
2002,4,SOUTHEAST,Cucumbers,11875.655
2002,4,SOUTHEAST,Beans,8175
2002,4,SOUTHEAST,"Greens, Collard",7106.05
2002,4,SOUTHEAST,Apples,5545.38
2002,4,SOUTHEAST,Watermelons,4162.5
2002,4,SOUTHEAST,"Onions, Green",1669.5575
2002,4,SOUTHEAST,Tomatoes,800.825
2002,4,SOUTHEAST,"Greens, Turnip Tops",533.3875
2002,4,SOUTHEAST,"Greens, Kale",334.9
2002,4,SOUTHEAST,"Greens, Mustard",289.075
2002,4,SOUTHEAST,"Squash, Zucchini",276.486
2002,4,SOUTHEAST,"Squash, Yellow Crookneck",209.49
2002,4,TEXAS,ORIGIN TOTAL,121542.4625
2002,4,TEXAS,Grapefruit,52110.78
2002,4,TEXAS,Cabbage,29624.2
2002,4,TEXAS,Oranges,19027.008
2002,4,TEXAS,Greens,9703.8475
2002,4,TEXAS,Watermelons,5684
2002,4,TEXAS,Miscellaneous Herbs,2261.773
2002,4,TEXAS,Spinach,1260.017
2002,4,TEXAS,Beets,754.9135
2002,4,TEXAS,Parsley,517.4295
2002,4,TEXAS,"Peppers, Other",193.665
2002,4,TEXAS,Miscellaneous Asian Vegetables,179.215
2002,4,TEXAS,Cucumbers,114.29
2002,4,TEXAS,"Onions, Green",81.004
2002,4,TEXAS,Chinese Cabbage,10.5
2002,4,TEXAS,Carrots,8.52
2002,4,TEXAS,"Peppers, Bell Type",7
2002,4,TEXAS,Cantaloupes,4.3
2003,1,ARIZONA,ORIGIN TOTAL,730385.466
2003,1,ARIZONA,"Lettuce, Iceberg",317454.925
2003,1,ARIZONA,"Lettuce, Processed",167489
2003,1,ARIZONA,"Lettuce, Romaine",110259.4
2003,1,ARIZONA,Broccoli,41379.172
2003,1,ARIZONA,Cauliflower,27949.875
2003,1,ARIZONA,"Lettuce, Green Leaf",26822.051
2003,1,ARIZONA,Celery,10929.3
2003,1,ARIZONA,Cabbage,7621.15
2003,1,ARIZONA,Bok Choy,3045.005
2003,1,ARIZONA,Spinach,2905.25
2003,1,ARIZONA,"Lettuce, Boston",2882.74
2003,1,ARIZONA,Greens,2823.9125
2003,1,ARIZONA,Chinese Cabbage,2573.36
2003,1,ARIZONA,Endive,1297.825
2003,1,ARIZONA,Escarole,1081.829
2003,1,ARIZONA,Anise,1080.2465
2003,1,ARIZONA,Cilantro,875.538
2003,1,ARIZONA,"Lettuce, Other",817.73
2003,1,ARIZONA,Parsley,478.926
2003,1,ARIZONA,"Greens, Kale",326.675
2003,1,ARIZONA,"Greens, Broccoli Rabe (Rappini)",243.5125
2003,1,ARIZONA,Leeks,20.84
2003,1,ARIZONA,Miscellaneous Herbs,17.9025
2003,1,ARIZONA,Radicchio,8.001
2003,1,ARIZONA,"Onions, Green",1.3
2003,1,CALIFORNIA,ORIGIN TOTAL,910933.433
2003,1,CALIFORNIA,Celery,151111.53
2003,1,CALIFORNIA,"Lettuce, Iceberg",122318.075
2003,1,CALIFORNIA,Strawberries,113621.97
2003,1,CALIFORNIA,Carrots,106787.163
2003,1,CALIFORNIA,Broccoli,59134.582
2003,1,CALIFORNIA,Potatoes,52480.85
2003,1,CALIFORNIA,"Lettuce, Romaine",49324.26
2003,1,CALIFORNIA,"Lettuce, Processed",48730.5
2003,1,CALIFORNIA,Avocados,38626.346
2003,1,CALIFORNIA,Cauliflower,37057.6875
2003,1,CALIFORNIA,"Lettuce, Other",21063.43
2003,1,CALIFORNIA,Cabbage,20709.475
2003,1,CALIFORNIA,Asparagus,17236.53
2003,1,CALIFORNIA,Chinese Cabbage,11550.295
2003,1,CALIFORNIA,"Onions, Dry",10632.2
2003,1,CALIFORNIA,Grapes,10083.8985
2003,1,CALIFORNIA,Artichokes,7646.925
2003,1,CALIFORNIA,Kiwifruit,7315.623
2003,1,CALIFORNIA,Bok Choy,6235.9375
2003,1,CALIFORNIA,Spinach,3721.81
2003,1,CALIFORNIA,Apple Pears,2602.842
2003,1,CALIFORNIA,Radishes,2572.675
2003,1,CALIFORNIA,Apples,2539.46
2003,1,CALIFORNIA,Parsley,2428.357
2003,1,CALIFORNIA,Cilantro,2000.1755
2003,1,CALIFORNIA,"Greens, Kale",1149.65
2003,1,CALIFORNIA,Leeks,754.39
2003,1,CALIFORNIA,Raspberries,647.8375
2003,1,CALIFORNIA,Brussels Sprouts,273.9
2003,1,CALIFORNIA,"Peppers, Bell Type",225.8575
2003,1,CALIFORNIA,"Peas, Snow",207.58
2003,1,CALIFORNIA,Anise,76.45
2003,1,CALIFORNIA,"Peas, Sugar Snap",33.3
2003,1,CALIFORNIA,Pears,9.9
2003,1,CALIFORNIA,Pomegranates,9.471
2003,1,CALIFORNIA,Endive,6.25
2003,1,CALIFORNIA,Escarole,6.25
2003,1,CANADA,ORIGIN TOTAL,84313.75
2003,1,CANADA,Potatoes,84313.75
2003,1,COLORADO,ORIGIN TOTAL,330842.3
2003,1,COLORADO,Potatoes,309342
2003,1,COLORADO,"Onions, Dry",21500.3
2003,1,FLORIDA,ORIGIN TOTAL,764385.102
2003,1,FLORIDA,Tomatoes,187572.525
2003,1,FLORIDA,Grapefruit,80921.2
2003,1,FLORIDA,"Peppers, Bell Type",72470.628
2003,1,FLORIDA,Oranges,56874.6775
2003,1,FLORIDA,"Corn, Sweet",53718.0105
2003,1,FLORIDA,Cabbage,50061.4875
2003,1,FLORIDA,Tangerines,42651.4635
2003,1,FLORIDA,Potatoes,37353.25
2003,1,FLORIDA,Strawberries,35512.672
2003,1,FLORIDA,"Beans, Round Green Type",28787.475
2003,1,FLORIDA,"Tomatoes, Plum Type",16164.85
2003,1,FLORIDA,"Tomatoes, Grape Type",14937.865
2003,1,FLORIDA,Cucumbers,13601.0845
2003,1,FLORIDA,Celery,10235.79
2003,1,FLORIDA,"Squash, Zucchini",9940.2765
2003,1,FLORIDA,Temples,9029.6345
2003,1,FLORIDA,"Squash, Yellow Crookneck",6683.4555
2003,1,FLORIDA,Radishes,4882.7825
2003,1,FLORIDA,"Squash, Yellow Straightneck",3871.449
2003,1,FLORIDA,Eggplant,3658.35
2003,1,FLORIDA,"Tomatoes, Cherry",3559.965
2003,1,FLORIDA,"Peppers, Cubanelle",2781.48
2003,1,FLORIDA,Tangelos,2673.353
2003,1,FLORIDA,Avocados,2098.2225
2003,1,FLORIDA,"Lettuce, Iceberg",1894.375
2003,1,FLORIDA,"Peppers, Jalapeno",1789.4475
2003,1,FLORIDA,Escarole,1721.625
2003,1,FLORIDA,"Lettuce, Romaine",1666.08
2003,1,FLORIDA,"Beans, Pole Type",1152.42
2003,1,FLORIDA,Endive,976.5
2003,1,FLORIDA,"Peppers, Hungarian Wax",725.3475
2003,1,FLORIDA,Squash,693
2003,1,FLORIDA,Chinese Cabbage,673.875
2003,1,FLORIDA,Parsley,610.8375
2003,1,FLORIDA,"Beans, Wax Type",593.802
2003,1,FLORIDA,"Peppers, Long Hot",507.3975
2003,1,FLORIDA,"Beans, Flat Green Type",471.555
2003,1,FLORIDA,"Peppers, Finger Hot",178.1325
2003,1,FLORIDA,Cilantro,153.04
2003,1,FLORIDA,"Beans, Kentucky Wonder Type",77.16
2003,1,FLORIDA,"Lettuce, Boston",75.24
2003,1,FLORIDA,"Beans, Cranberry Type",73.32
2003,1,FLORIDA,Beans,67.5
2003,1,FLORIDA,Okra,30.6075
2003,1,FLORIDA,"Peppers, Poblano",30.27
2003,1,FLORIDA,"Beans, Half Runners",29.505
2003,1,FLORIDA,"Lettuce, Green Leaf",28
2003,1,FLORIDA,"Peppers, Habanero",25.4725
2003,1,FLORIDA,Dill,24.15
2003,1,FLORIDA,"Peppers, Other",21.135
2003,1,FLORIDA,"Lettuce, Bibb",17.075
2003,1,FLORIDA,"Lettuce, Red Leaf",10.45
2003,1,FLORIDA,"Squash, Acorn",7.728
2003,1,FLORIDA,"Peppers, Anaheim",6.855
2003,1,FLORIDA,"Peppers, Serrano",6.81
2003,1,FLORIDA,"Peppers, Cherry Hot",3.6825
2003,1,FLORIDA,Watercress,0.44
2003,1,FLORIDA,Blueberries,0.32
2003,1,GREAT LAKES,ORIGIN TOTAL,226023.5
2003,1,GREAT LAKES,Potatoes,180344.25
2003,1,GREAT LAKES,"Onions, Dry",23994.25
2003,1,GREAT LAKES,Apples,21685
2003,1,MEXICO-ARIZONA,ORIGIN TOTAL,866083.7235
2003,1,MEXICO-ARIZONA,Tomatoes,222483.649
2003,1,MEXICO-ARIZONA,Cucumbers,120665.739
2003,1,MEXICO-ARIZONA,"Tomatoes, Plum Type",112154.4405
2003,1,MEXICO-ARIZONA,"Peppers, Bell Type",101175.141
2003,1,MEXICO-ARIZONA,Squash,82756.215
2003,1,MEXICO-ARIZONA,Watermelons,29171.9335
2003,1,MEXICO-ARIZONA,"Corn, Sweet",26726.7955
2003,1,MEXICO-ARIZONA,Eggplant,24685.467
2003,1,MEXICO-ARIZONA,"Peppers, Other",20730.186
2003,1,MEXICO-ARIZONA,"Tomatoes, Grape Type",11645.447
2003,1,MEXICO-ARIZONA,Asparagus,11291.4975
2003,1,MEXICO-ARIZONA,"Onions, Green",11029.0025
2003,1,MEXICO-ARIZONA,Beans,9344.478
2003,1,MEXICO-ARIZONA,"Tomatoes, Cherry",8581.778
2003,1,MEXICO-ARIZONA,Celery,8422.652
2003,1,MEXICO-ARIZONA,Miscellaneous Asian Vegetables,8370.1855
2003,1,MEXICO-ARIZONA,Honeydews,7297.827
2003,1,MEXICO-ARIZONA,"Lettuce, Iceberg",6942.437
2003,1,MEXICO-ARIZONA,Tomatillos,5172.8485
2003,1,MEXICO-ARIZONA,Oranges,4672.7125
2003,1,MEXICO-ARIZONA,Cabbage,4272.338
2003,1,MEXICO-ARIZONA,Broccoli,3679.964
2003,1,MEXICO-ARIZONA,Bitter Melon,2713.4705
2003,1,MEXICO-ARIZONA,Radishes,2361.7085
2003,1,MEXICO-ARIZONA,"Onions, Dry",2307.938
2003,1,MEXICO-ARIZONA,Mangoes,2206.1885
2003,1,MEXICO-ARIZONA,Long Beans,2023.9975
2003,1,MEXICO-ARIZONA,Leeks,1286.225
2003,1,MEXICO-ARIZONA,Spinach,1236.892
2003,1,MEXICO-ARIZONA,Raspberries,1087.495
2003,1,MEXICO-ARIZONA,Blackberries,1084.7515
2003,1,MEXICO-ARIZONA,"Peas, Green",1070.7245
2003,1,MEXICO-ARIZONA,Papaya,950.6855
2003,1,MEXICO-ARIZONA,Limes,755.6115
2003,1,MEXICO-ARIZONA,Strawberries,669.885
2003,1,MEXICO-ARIZONA,Parsley,652.557
2003,1,MEXICO-ARIZONA,Artichokes,541.024
2003,1,MEXICO-ARIZONA,"Greens, Kale",525.451
2003,1,MEXICO-ARIZONA,"Greens, Broccoli Rabe (Rappini)",503.794
2003,1,MEXICO-ARIZONA,Beets,370.101
2003,1,MEXICO-ARIZONA,Cilantro,356.6235
2003,1,MEXICO-ARIZONA,Carrots,277.6325
2003,1,MEXICO-ARIZONA,Cauliflower,239.045
2003,1,MEXICO-ARIZONA,Turnips,170.2855
2003,1,MEXICO-ARIZONA,Tamarind,169.0575
2003,1,MEXICO-ARIZONA,Garlic,134.861
2003,1,MEXICO-ARIZONA,"Greens, Swiss Chard",117.7355
2003,1,MEXICO-ARIZONA,Chives,109.026
2003,1,MEXICO-ARIZONA,"Greens, Kohlrabi",106.208
2003,1,MEXICO-ARIZONA,"Greens, Mustard",97.293
2003,1,MEXICO-ARIZONA,Endive,95.935
2003,1,MEXICO-ARIZONA,Miscellaneous Citrus,87.217
2003,1,MEXICO-ARIZONA,Pineapples,72.059
2003,1,MEXICO-ARIZONA,Mixed And Misc Melons,70.338
2003,1,MEXICO-ARIZONA,Dates,60.145
2003,1,MEXICO-ARIZONA,"Greens, Collard",45.2045
2003,1,MEXICO-ARIZONA,Bananas,44.6095
2003,1,MEXICO-ARIZONA,Brussels Sprouts,39.9785
2003,1,MEXICO-ARIZONA,Okra,39.6615
2003,1,MEXICO-ARIZONA,Escarole,29.386
2003,1,MEXICO-ARIZONA,Fruits Other,17.2145
2003,1,MEXICO-ARIZONA,Radicchio,12.334
2003,1,MEXICO-ARIZONA,Jicama,11.7405
2003,1,MEXICO-ARIZONA,Cactus Leaf (Nopales),9.13
2003,1,MEXICO-ARIZONA,Oregano,8.0015
2003,1,MEXICO-ARIZONA,Miscellaneous Herbs,7.318
2003,1,MEXICO-ARIZONA,Greens,6.0635
2003,1,MEXICO-ARIZONA,Miscellaneous Berries,5.729
2003,1,MEXICO-ARIZONA,"Beans, Lima",5.5625
2003,1,MEXICO-ARIZONA,Lemons,5.357
2003,1,MEXICO-ARIZONA,Cactus Pears,4.805
2003,1,MEXICO-ARIZONA,Jackfruit,2.8875
2003,1,MEXICO-ARIZONA,"Beans, Green",2.264
2003,1,MEXICO-ARIZONA,Bok Choy,1.516
2003,1,MEXICO-ARIZONA,"Peas, Other",0.185
2003,1,MEXICO-ARIZONA,Basil,0.08
2003,1,MEXICO-CALIFORNIA,ORIGIN TOTAL,227548.7365
2003,1,MEXICO-CALIFORNIA,"Onions, Green",32652.6665
2003,1,MEXICO-CALIFORNIA,Asparagus,25175.706
2003,1,MEXICO-CALIFORNIA,Strawberries,17111.6985
2003,1,MEXICO-CALIFORNIA,Tomatoes,16580.5995
2003,1,MEXICO-CALIFORNIA,"Peppers, Other",13945.03
2003,1,MEXICO-CALIFORNIA,Celery,10867.171
2003,1,MEXICO-CALIFORNIA,Tomatillos,8976.88
2003,1,MEXICO-CALIFORNIA,Radishes,8764.1915
2003,1,MEXICO-CALIFORNIA,Cucumbers,8525.2895
2003,1,MEXICO-CALIFORNIA,Papaya,8417.6455
2003,1,MEXICO-CALIFORNIA,Jicama,7727.769
2003,1,MEXICO-CALIFORNIA,"Peppers, Bell Type",6988.4505
2003,1,MEXICO-CALIFORNIA,Brussels Sprouts,5601.9315
2003,1,MEXICO-CALIFORNIA,Squash,5237.286
2003,1,MEXICO-CALIFORNIA,Cactus Leaf (Nopales),4507.431
2003,1,MEXICO-CALIFORNIA,Cilantro,4136.869
2003,1,MEXICO-CALIFORNIA,"Tomatoes, Plum Type",2845.246
2003,1,MEXICO-CALIFORNIA,Cabbage,2759.836
2003,1,MEXICO-CALIFORNIA,Bananas,2721.314
2003,1,MEXICO-CALIFORNIA,Broccoli,2597.9585
2003,1,MEXICO-CALIFORNIA,Leeks,2554.4875
2003,1,MEXICO-CALIFORNIA,"Greens, Kale",2500.114
2003,1,MEXICO-CALIFORNIA,Limes,2464.39
2003,1,MEXICO-CALIFORNIA,Parsley,2168.9285
2003,1,MEXICO-CALIFORNIA,Coconuts,2110.0755
2003,1,MEXICO-CALIFORNIA,Spinach,2074.093
2003,1,MEXICO-CALIFORNIA,Chayote,1743.084
2003,1,MEXICO-CALIFORNIA,"Peas, Green",1290.3465
2003,1,MEXICO-CALIFORNIA,"Peas, Sugar",1250.47
2003,1,MEXICO-CALIFORNIA,Pineapples,1193.9435
2003,1,MEXICO-CALIFORNIA,Beets,1169.4485
2003,1,MEXICO-CALIFORNIA,"Corn, Sweet",1154.5225
2003,1,MEXICO-CALIFORNIA,"Tomatoes, Cherry",979.823
2003,1,MEXICO-CALIFORNIA,"Onions, Dry",956.1975
2003,1,MEXICO-CALIFORNIA,"Lettuce, Iceberg",791.118499999999
2003,1,MEXICO-CALIFORNIA,Beans,678.8205
2003,1,MEXICO-CALIFORNIA,Cauliflower,671.592
2003,1,MEXICO-CALIFORNIA,"Beans, Green",526.009
2003,1,MEXICO-CALIFORNIA,Watermelons,519.758
2003,1,MEXICO-CALIFORNIA,Mixed And Misc Melons,509.2785
2003,1,MEXICO-CALIFORNIA,Chinese Cabbage,489.2095
2003,1,MEXICO-CALIFORNIA,"Greens, Turnip Tops",339.797
2003,1,MEXICO-CALIFORNIA,Carrots,300.196
2003,1,MEXICO-CALIFORNIA,Vegetables Other,273.681
2003,1,MEXICO-CALIFORNIA,Bok Choy,258.473
2003,1,MEXICO-CALIFORNIA,Miscellaneous Herbs,252.331
2003,1,MEXICO-CALIFORNIA,Lemons,240.0345
2003,1,MEXICO-CALIFORNIA,Basil,230.955
2003,1,MEXICO-CALIFORNIA,Artichokes,222.675
2003,1,MEXICO-CALIFORNIA,Taro,177.055
2003,1,MEXICO-CALIFORNIA,Cactus Pears,139.9645
2003,1,MEXICO-CALIFORNIA,Miscellaneous Tropical Vegetables,128.258
2003,1,MEXICO-CALIFORNIA,Dill,113.159
2003,1,MEXICO-CALIFORNIA,Raspberries,88.9315
2003,1,MEXICO-CALIFORNIA,"Greens, Collard",87.644
2003,1,MEXICO-CALIFORNIA,Greens,85.2685
2003,1,MEXICO-CALIFORNIA,"Greens, Swiss Chard",79.207
2003,1,MEXICO-CALIFORNIA,Banana Leaves,74.557
2003,1,MEXICO-CALIFORNIA,"Greens, Mustard",73.299
2003,1,MEXICO-CALIFORNIA,"Beans, Fava",72.717
2003,1,MEXICO-CALIFORNIA,Radicchio,65.6725
2003,1,MEXICO-CALIFORNIA,Sugarcane,53.0935
2003,1,MEXICO-CALIFORNIA,Anise,44.284
2003,1,MEXICO-CALIFORNIA,Eggplant,38.5565
2003,1,MEXICO-CALIFORNIA,Tamarind,31.497
2003,1,MEXICO-CALIFORNIA,Miscellaneous Asian Vegetables,28.45
2003,1,MEXICO-CALIFORNIA,Arugula,21.066
2003,1,MEXICO-CALIFORNIA,Mangoes,19.758
2003,1,MEXICO-CALIFORNIA,Dates,13.0965
2003,1,MEXICO-CALIFORNIA,Verdolaga,10.7475
2003,1,MEXICO-CALIFORNIA,Turnips,8.687
2003,1,MEXICO-CALIFORNIA,Banana Flowers,8.1315
2003,1,MEXICO-CALIFORNIA,Jackfruit,6.1905
2003,1,MEXICO-CALIFORNIA,Pumpkins,5.743
2003,1,MEXICO-CALIFORNIA,Yu Choy,5.313
2003,1,MEXICO-CALIFORNIA,Endive,4.5485
2003,1,MEXICO-CALIFORNIA,Garlic,3.4295
2003,1,MEXICO-CALIFORNIA,"Peas, Other",2.519
2003,1,MEXICO-CALIFORNIA,Escarole,1.7785
2003,1,MEXICO-CALIFORNIA,Miscellaneous Berries,0.7225
2003,1,MEXICO-CALIFORNIA,Okra,0.4385
2003,1,MEXICO-CALIFORNIA,Plantains,0.099
2003,1,MEXICO-CALIFORNIA,Rosemary,0.0275
2003,1,MEXICO-CALIFORNIA,Cantaloupes,0.0045
2003,1,MEXICO-NEW MEXICO,ORIGIN TOTAL,518.804
2003,1,MEXICO-NEW MEXICO,Bananas,518.804
2003,1,MEXICO-TEXAS,ORIGIN TOTAL,375601.2455
2003,1,MEXICO-TEXAS,Limes,72804.066
2003,1,MEXICO-TEXAS,Watermelons,69295.016
2003,1,MEXICO-TEXAS,"Onions, Dry",63175.618
2003,1,MEXICO-TEXAS,Broccoli,22437.166
2003,1,MEXICO-TEXAS,Avocados,16450.2185
